"","incits","county or equivalent","state or equivalent"
"2717","48195","Hansford County","Texas"
"2718","48197","Hardeman County","Texas"
"2719","48199","Hardin County","Texas"
"2720","48201","Harris County","Texas"
"2721","48203","Harrison County","Texas"
"2722","48205","Hartley County","Texas"
"2723","48207","Haskell County","Texas"
"2724","48209","Hays County","Texas"
"2725","48211","Hemphill County","Texas"
"2726","48213","Henderson County","Texas"
"2727","48215","Hidalgo County","Texas"
"2728","48217","Hill County","Texas"
"2729","48219","Hockley County","Texas"
"2730","48221","Hood County","Texas"
"2731","48223","Hopkins County","Texas"
"2732","48225","Houston County","Texas"
"2733","48227","Howard County","Texas"
"2734","48229","Hudspeth County","Texas"
"2735","48231","Hunt County","Texas"
"2736","48233","Hutchinson County","Texas"
"2737","48235","Irion County","Texas"
"2738","48237","Jack County","Texas"
"2739","48239","Jackson County","Texas"
"2740","48241","Jasper County","Texas"
"2741","48243","Jeff Davis County","Texas"
"2742","48245","Jefferson County","Texas"
"2743","48247","Jim Hogg County","Texas"
"2744","48249","Jim Wells County","Texas"
"2745","48251","Johnson County","Texas"
"2746","48253","Jones County","Texas"
"2747","48255","Karnes County","Texas"
"2748","48257","Kaufman County","Texas"
"2749","48259","Kendall County","Texas"
"2750","48261","Kenedy County","Texas"
"2751","48263","Kent County","Texas"
"2752","48265","Kerr County","Texas"
"2753","48267","Kimble County","Texas"
"2754","48269","King County","Texas"
"2755","48271","Kinney County","Texas"
"2756","48273","Kleberg County","Texas"
"2757","48275","Knox County","Texas"
"2758","48277","Lamar County","Texas"
"2759","48279","Lamb County","Texas"
"2760","48281","Lampasas County","Texas"
"2761","48283","La Salle County","Texas"
"2762","48285","Lavaca County","Texas"
"2763","48287","Lee County","Texas"
"2764","48289","Leon County","Texas"
"2765","48291","Liberty County","Texas"
"2766","48293","Limestone County","Texas"
"2767","48295","Lipscomb County","Texas"
"2768","48297","Live Oak County","Texas"
"2769","48299","Llano County","Texas"
"2770","48301","Loving County","Texas"
"2771","48303","Lubbock County","Texas"
"2772","48305","Lynn County","Texas"
"2773","48307","McCulloch County","Texas"
"2774","48309","McLennan County","Texas"
"2775","48311","McMullen County","Texas"
"2776","48313","Madison County","Texas"
"2777","48315","Marion County","Texas"
"2778","48317","Martin County","Texas"
"2779","48319","Mason County","Texas"
"2780","48321","Matagorda County","Texas"
"2781","48323","Maverick County","Texas"
"2782","48325","Medina County","Texas"
"2783","48327","Menard County","Texas"
"2784","48329","Midland County","Texas"
"2785","48331","Milam County","Texas"
"2786","48333","Mills County","Texas"
"2787","48335","Mitchell County","Texas"
"2788","48337","Montague County","Texas"
"2789","48339","Montgomery County","Texas"
"2790","48341","Moore County","Texas"
"2791","48343","Morris County","Texas"
"2792","48345","Motley County","Texas"
"2793","48347","Nacogdoches County","Texas"
"2794","48349","Navarro County","Texas"
"2795","48351","Newton County","Texas"
"2796","48353","Nolan County","Texas"
"2797","48355","Nueces County","Texas"
"2798","48357","Ochiltree County","Texas"
"2799","48359","Oldham County","Texas"
"2800","48361","Orange County","Texas"
"2801","48363","Palo Pinto County","Texas"
"2802","48365","Panola County","Texas"
"2803","48367","Parker County","Texas"
"2804","48369","Parmer County","Texas"
"2805","48371","Pecos County","Texas"
"2806","48373","Polk County","Texas"
"2807","48375","Potter County","Texas"
"2808","48377","Presidio County","Texas"
"2809","48379","Rains County","Texas"
"2810","48381","Randall County","Texas"
"2811","48383","Reagan County","Texas"
"2812","48385","Real County","Texas"
"2813","48387","Red River County","Texas"
"2814","48389","Reeves County","Texas"
"2815","48391","Refugio County","Texas"
"2816","48393","Roberts County","Texas"
"2817","48395","Robertson County","Texas"
"2818","48397","Rockwall County","Texas"
"2819","48399","Runnels County","Texas"
"2820","48401","Rusk County","Texas"
"2821","48403","Sabine County","Texas"
"2822","48405","San Augustine County","Texas"
"2823","48407","San Jacinto County","Texas"
"2824","48409","San Patricio County","Texas"
"2825","48411","San Saba County","Texas"
"2826","48413","Schleicher County","Texas"
"2827","48415","Scurry County","Texas"
"2828","48417","Shackelford County","Texas"
"2829","48419","Shelby County","Texas"
"2830","48421","Sherman County","Texas"
"2831","48423","Smith County","Texas"
"2832","48425","Somervell County","Texas"
"2833","48427","Starr County","Texas"
"2834","48429","Stephens County","Texas"
"2835","48431","Sterling County","Texas"
"2836","48433","Stonewall County","Texas"
"2837","48435","Sutton County","Texas"
"2838","48437","Swisher County","Texas"
"2839","48439","Tarrant County","Texas"
"2840","48441","Taylor County","Texas"
"2841","48443","Terrell County","Texas"
"2842","48445","Terry County","Texas"
"2843","48447","Throckmorton County","Texas"
"2844","48449","Titus County","Texas"
"2845","48451","Tom Green County","Texas"
"2846","48453","Travis County","Texas"
"2847","48455","Trinity County","Texas"
"2848","48457","Tyler County","Texas"
"2849","48459","Upshur County","Texas"
"2850","48461","Upton County","Texas"
"2851","48463","Uvalde County","Texas"
"2852","48465","Val Verde County","Texas"
"2853","48467","Van Zandt County","Texas"
"2854","48469","Victoria County","Texas"
"2855","48471","Walker County","Texas"
"2856","48473","Waller County","Texas"
"2857","48475","Ward County","Texas"
"2858","48477","Washington County","Texas"
"2859","48479","Webb County","Texas"
"2860","48481","Wharton County","Texas"
"2861","48483","Wheeler County","Texas"
"2862","48485","Wichita County","Texas"
"2863","48487","Wilbarger County","Texas"
"2864","48489","Willacy County","Texas"
"2865","48491","Williamson County","Texas"
"2866","48493","Wilson County","Texas"
"2867","48495","Winkler County","Texas"
"2868","48497","Wise County","Texas"
"2869","48499","Wood County","Texas"
"2870","48501","Yoakum County","Texas"
"2871","48503","Young County","Texas"
"2872","48505","Zapata County","Texas"
"2873","48507","Zavala County","Texas"
"2874","74050","Baker Island[5][w]","U.S. Minor Outlying Islands"
"2875","74100","Howland Island[w]","U.S. Minor Outlying Islands"
"2876","74150","Jarvis Island[w]","U.S. Minor Outlying Islands"
"2877","74200","Johnston Atoll[w]","U.S. Minor Outlying Islands"
"2878","74250","Kingman Reef[w]","U.S. Minor Outlying Islands"
"2879","74300","Midway Islands[w]","U.S. Minor Outlying Islands"
"2880","74350","Navassa Island[w]","U.S. Minor Outlying Islands"
"2881","74400","Palmyra Atoll[w]","U.S. Minor Outlying Islands"
"2882","74450","Wake Island[w]","U.S. Minor Outlying Islands"
"2883","49001","Beaver County","Utah"
"2884","49003","Box Elder County","Utah"
"2885","49005","Cache County","Utah"
"2886","49007","Carbon County","Utah"
"2887","49009","Daggett County","Utah"
"2888","49011","Davis County","Utah"
"2889","49013","Duchesne County","Utah"
"2890","49015","Emery County","Utah"
"2891","49017","Garfield County","Utah"
"2892","49019","Grand County","Utah"
"2893","49021","Iron County","Utah"
"2894","49023","Juab County","Utah"
"2895","49025","Kane County","Utah"
"2896","49027","Millard County","Utah"
"2897","49029","Morgan County","Utah"
"2898","49031","Piute County","Utah"
"2899","49033","Rich County","Utah"
"2900","49035","Salt Lake County","Utah"
"2901","49037","San Juan County","Utah"
"2902","49039","Sanpete County","Utah"
"2903","49041","Sevier County","Utah"
"2904","49043","Summit County","Utah"
"2905","49045","Tooele County","Utah"
"2906","49047","Uintah County","Utah"
"2907","49049","Utah County","Utah"
"2908","49051","Wasatch County","Utah"
"2909","49053","Washington County","Utah"
"2910","49055","Wayne County","Utah"
"2911","49057","Weber County","Utah"
"2912","50001","Addison County","Vermont"
"2913","50003","Bennington County","Vermont"
"2914","50005","Caledonia County","Vermont"
"2915","50007","Chittenden County","Vermont"
"2916","50009","Essex County","Vermont"
"2917","50011","Franklin County","Vermont"
"2918","50013","Grand Isle County","Vermont"
"2919","50015","Lamoille County","Vermont"
"2920","50017","Orange County","Vermont"
"2921","50019","Orleans County","Vermont"
"2922","50021","Rutland County","Vermont"
"2923","50023","Washington County","Vermont"
"2924","50025","Windham County","Vermont"
"2925","50027","Windsor County","Vermont"
"2926","78010","Saint Croix Island[4]","Virgin Islands (U.S.)"
"2927","78020","Saint John Island","Virgin Islands (U.S.)"
"2928","78030","Saint Thomas Island","Virgin Islands (U.S.)"
"2929","51001","Accomack County","Virginia"
"2930","51003","Albemarle County","Virginia"
"2931","51005","Alleghany County","Virginia"
"2932","51007","Amelia County","Virginia"
"2933","51009","Amherst County","Virginia"
"2934","51011","Appomattox County","Virginia"
"2935","51013","Arlington County","Virginia"
"2936","51015","Augusta County","Virginia"
"2937","51017","Bath County","Virginia"
"2938","51019","Bedford County[x]","Virginia"
"2939","51021","Bland County","Virginia"
"2940","51023","Botetourt County","Virginia"
"2941","51025","Brunswick County","Virginia"
"2942","51027","Buchanan County","Virginia"
"2943","51029","Buckingham County","Virginia"
"2944","51031","Campbell County","Virginia"
"2945","51033","Caroline County","Virginia"
"2946","51035","Carroll County","Virginia"
"2947","51036","Charles City County","Virginia"
"2948","51037","Charlotte County","Virginia"
"2949","51041","Chesterfield County","Virginia"
"2950","51043","Clarke County","Virginia"
"2951","51045","Craig County","Virginia"
"2952","51047","Culpeper County","Virginia"
"2953","51049","Cumberland County","Virginia"
"2954","51051","Dickenson County","Virginia"
"2955","51053","Dinwiddie County","Virginia"
"2956","51057","Essex County","Virginia"
"2957","51059","Fairfax County","Virginia"
"2958","51061","Fauquier County","Virginia"
"2959","51063","Floyd County","Virginia"
"2960","51065","Fluvanna County","Virginia"
"2961","51067","Franklin County","Virginia"
"2962","51069","Frederick County","Virginia"
"2963","51071","Giles County","Virginia"
"2964","51073","Gloucester County","Virginia"
"2965","51075","Goochland County","Virginia"
"2966","51077","Grayson County","Virginia"
"2967","51079","Greene County","Virginia"
"2968","51081","Greensville County","Virginia"
"2969","51083","Halifax County","Virginia"
"2970","51085","Hanover County","Virginia"
"2971","51087","Henrico County","Virginia"
"2972","51089","Henry County","Virginia"
"2973","51091","Highland County","Virginia"
"2974","51093","Isle of Wight County","Virginia"
"2975","51095","James City County","Virginia"
"2976","51097","King and Queen County","Virginia"
"2977","51099","King George County","Virginia"
"2978","51101","King William County","Virginia"
"2979","51103","Lancaster County","Virginia"
"2980","51105","Lee County","Virginia"
"2981","51107","Loudoun County","Virginia"
"2982","51109","Louisa County","Virginia"
"2983","51111","Lunenburg County","Virginia"
"2984","51113","Madison County","Virginia"
"2985","51115","Mathews County","Virginia"
"2986","51117","Mecklenburg County","Virginia"
"2987","51119","Middlesex County","Virginia"
"2988","51121","Montgomery County","Virginia"
"2989","51125","Nelson County","Virginia"
"2990","51127","New Kent County","Virginia"
"2991","51131","Northampton County","Virginia"
"2992","51133","Northumberland County","Virginia"
"2993","51135","Nottoway County","Virginia"
"2994","51137","Orange County","Virginia"
"2995","51139","Page County","Virginia"
"2996","51141","Patrick County","Virginia"
"2997","51143","Pittsylvania County","Virginia"
"2998","51145","Powhatan County","Virginia"
"2999","51147","Prince Edward County","Virginia"
"3000","51149","Prince George County","Virginia"
"3001","51153","Prince William County","Virginia"
"3002","51155","Pulaski County","Virginia"
"3003","51157","Rappahannock County","Virginia"
"3004","51159","Richmond County","Virginia"
"3005","51161","Roanoke County","Virginia"
"3006","51163","Rockbridge County","Virginia"
"3007","51165","Rockingham County","Virginia"
"3008","51167","Russell County","Virginia"
"3009","51169","Scott County","Virginia"
"3010","51171","Shenandoah County","Virginia"
"3011","51173","Smyth County","Virginia"
"3012","51175","Southampton County","Virginia"
"3013","51177","Spotsylvania County","Virginia"
"3014","51179","Stafford County","Virginia"
"3015","51181","Surry County","Virginia"
"3016","51183","Sussex County","Virginia"
"3017","51185","Tazewell County","Virginia"
"3018","51187","Warren County","Virginia"
"3019","51191","Washington County","Virginia"
"3020","51193","Westmoreland County","Virginia"
"3021","51195","Wise County","Virginia"
"3022","51197","Wythe County","Virginia"
"3023","51199","York County","Virginia"
"3024","51510","Alexandria, City of[y]","Virginia"
"3025","51520","Bristol, City of[y]","Virginia"
"3026","51530","Buena Vista, City of[y]","Virginia"
"3027","51540","Charlottesville, City of[y]","Virginia"
"3028","51550","Chesapeake, City of[y]","Virginia"
"3029","51570","Colonial Heights, City of[y]","Virginia"
"3030","51580","Covington, City of[y]","Virginia"
"3031","51590","Danville, City of[y]","Virginia"
"3032","51595","Emporia, City of[y]","Virginia"
"3033","51600","Fairfax, City of[y]","Virginia"
"3034","51610","Falls Church, City of[y]","Virginia"
"3035","51620","Franklin, City of[y]","Virginia"
"3036","51630","Fredericksburg, City of[y]","Virginia"
"3037","51640","Galax, City of[y]","Virginia"
"3038","51650","Hampton, City of[y]","Virginia"
"3039","51660","Harrisonburg, City of[y]","Virginia"
"3040","51670","Hopewell, City of[y]","Virginia"
"3041","51678","Lexington, City of[y]","Virginia"
"3042","51680","Lynchburg, City of[y]","Virginia"
"3043","51683","Manassas, City of[y]","Virginia"
"3044","51685","Manassas Park, City of[y]","Virginia"
"3045","51690","Martinsville, City of[y]","Virginia"
"3046","51700","Newport News, City of[y]","Virginia"
"3047","51710","Norfolk, City of[y]","Virginia"
"3048","51720","Norton, City of[y]","Virginia"
"3049","51730","Petersburg, City of[y]","Virginia"
"3050","51735","Poquoson, City of[y]","Virginia"
"3051","51740","Portsmouth, City of[y]","Virginia"
"3052","51750","Radford, City of[y]","Virginia"
"3053","51760","Richmond, City of[y]","Virginia"
"3054","51770","Roanoke, City of[y]","Virginia"
"3055","51775","Salem, City of[y]","Virginia"
"3056","51790","Staunton, City of[y]","Virginia"
"3057","51800","Suffolk, City of[y]","Virginia"
"3058","51810","Virginia Beach, City of[y]","Virginia"
"3059","51820","Waynesboro, City of[y]","Virginia"
"3060","51830","Williamsburg, City of[y]","Virginia"
"3061","51840","Winchester, City of[y]","Virginia"
"3062","53001","Adams County","Washington"
"3063","53003","Asotin County","Washington"
"3064","53005","Benton County","Washington"
"3065","53007","Chelan County","Washington"
"3066","53009","Clallam County","Washington"
"3067","53011","Clark County","Washington"
"3068","53013","Columbia County","Washington"
"3069","53015","Cowlitz County","Washington"
"3070","53017","Douglas County","Washington"
"3071","53019","Ferry County","Washington"
"3072","53021","Franklin County","Washington"
"3073","53023","Garfield County","Washington"
"3074","53025","Grant County","Washington"
"3075","53027","Grays Harbor County","Washington"
"3076","53029","Island County","Washington"
"3077","53031","Jefferson County","Washington"
"3078","53033","King County","Washington"
"3079","53035","Kitsap County","Washington"
"3080","53037","Kittitas County","Washington"
"3081","53039","Klickitat County","Washington"
"3082","53041","Lewis County","Washington"
"3083","53043","Lincoln County","Washington"
"3084","53045","Mason County","Washington"
"3085","53047","Okanogan County","Washington"
"3086","53049","Pacific County","Washington"
"3087","53051","Pend Oreille County","Washington"
"3088","53053","Pierce County","Washington"
"3089","53055","San Juan County","Washington"
"3090","53057","Skagit County","Washington"
"3091","53059","Skamania County","Washington"
"3092","53061","Snohomish County","Washington"
"3093","53063","Spokane County","Washington"
"3094","53065","Stevens County","Washington"
"3095","53067","Thurston County","Washington"
"3096","53069","Wahkiakum County","Washington"
"3097","53071","Walla Walla County","Washington"
"3098","53073","Whatcom County","Washington"
"3099","53075","Whitman County","Washington"
"3100","53077","Yakima County","Washington"
"3101","54001","Barbour County","West Virginia"
"3102","54003","Berkeley County","West Virginia"
"3103","54005","Boone County","West Virginia"
"3104","54007","Braxton County","West Virginia"
"3105","54009","Brooke County","West Virginia"
"3106","54011","Cabell County","West Virginia"
"3107","54013","Calhoun County","West Virginia"
"3108","54015","Clay County","West Virginia"
"3109","54017","Doddridge County","West Virginia"
"3110","54019","Fayette County","West Virginia"
"3111","54021","Gilmer County","West Virginia"
"3112","54023","Grant County","West Virginia"
"3113","54025","Greenbrier County","West Virginia"
"3114","54027","Hampshire County","West Virginia"
"3115","54029","Hancock County","West Virginia"
"3116","54031","Hardy County","West Virginia"
"3117","54033","Harrison County","West Virginia"
"3118","54035","Jackson County","West Virginia"
"3119","54037","Jefferson County","West Virginia"
"3120","54039","Kanawha County","West Virginia"
"3121","54041","Lewis County","West Virginia"
"3122","54043","Lincoln County","West Virginia"
"3123","54045","Logan County","West Virginia"
"3124","54047","McDowell County","West Virginia"
"3125","54049","Marion County","West Virginia"
"3126","54051","Marshall County","West Virginia"
"3127","54053","Mason County","West Virginia"
"3128","54055","Mercer County","West Virginia"
"3129","54057","Mineral County","West Virginia"
"3130","54059","Mingo County","West Virginia"
"3131","54061","Monongalia County","West Virginia"
"3132","54063","Monroe County","West Virginia"
"3133","54065","Morgan County","West Virginia"
"3134","54067","Nicholas County","West Virginia"
"3135","54069","Ohio County","West Virginia"
"3136","54071","Pendleton County","West Virginia"
"3137","54073","Pleasants County","West Virginia"
"3138","54075","Pocahontas County","West Virginia"
"3139","54077","Preston County","West Virginia"
"3140","54079","Putnam County","West Virginia"
"3141","54081","Raleigh County","West Virginia"
"3142","54083","Randolph County","West Virginia"
"3143","54085","Ritchie County","West Virginia"
"3144","54087","Roane County","West Virginia"
"3145","54089","Summers County","West Virginia"
"3146","54091","Taylor County","West Virginia"
"3147","54093","Tucker County","West Virginia"
"3148","54095","Tyler County","West Virginia"
"3149","54097","Upshur County","West Virginia"
"3150","54099","Wayne County","West Virginia"
"3151","54101","Webster County","West Virginia"
"3152","54103","Wetzel County","West Virginia"
"3153","54105","Wirt County","West Virginia"
"3154","54107","Wood County","West Virginia"
"3155","54109","Wyoming County","West Virginia"
"3156","55001","Adams County","Wisconsin"
"3157","55003","Ashland County","Wisconsin"
"3158","55005","Barron County","Wisconsin"
"3159","55007","Bayfield County","Wisconsin"
"3160","55009","Brown County","Wisconsin"
"3161","55011","Buffalo County","Wisconsin"
"3162","55013","Burnett County","Wisconsin"
"3163","55015","Calumet County","Wisconsin"
"3164","55017","Chippewa County","Wisconsin"
"3165","55019","Clark County","Wisconsin"
"3166","55021","Columbia County","Wisconsin"
"3167","55023","Crawford County","Wisconsin"
"3168","55025","Dane County","Wisconsin"
"3169","55027","Dodge County","Wisconsin"
"3170","55029","Door County","Wisconsin"
"3171","55031","Douglas County","Wisconsin"
"3172","55033","Dunn County","Wisconsin"
"3173","55035","Eau Claire County","Wisconsin"
"3174","55037","Florence County","Wisconsin"
"3175","55039","Fond du Lac County","Wisconsin"
"3176","55041","Forest County","Wisconsin"
"3177","55043","Grant County","Wisconsin"
"3178","55045","Green County","Wisconsin"
"3179","55047","Green Lake County","Wisconsin"
"3180","55049","Iowa County","Wisconsin"
"3181","55051","Iron County","Wisconsin"
"3182","55053","Jackson County","Wisconsin"
"3183","55055","Jefferson County","Wisconsin"
"3184","55057","Juneau County","Wisconsin"
"3185","55059","Kenosha County","Wisconsin"
"3186","55061","Kewaunee County","Wisconsin"
"3187","55063","La Crosse County","Wisconsin"
"3188","55065","Lafayette County","Wisconsin"
"3189","55067","Langlade County","Wisconsin"
"3190","55069","Lincoln County","Wisconsin"
"3191","55071","Manitowoc County","Wisconsin"
"3192","55073","Marathon County","Wisconsin"
"3193","55075","Marinette County","Wisconsin"
"3194","55077","Marquette County","Wisconsin"
"3195","55078","Menominee County","Wisconsin"
"3196","55079","Milwaukee County","Wisconsin"
"3197","55081","Monroe County","Wisconsin"
"3198","55083","Oconto County","Wisconsin"
"3199","55085","Oneida County","Wisconsin"
"3200","55087","Outagamie County","Wisconsin"
"3201","55089","Ozaukee County","Wisconsin"
"3202","55091","Pepin County","Wisconsin"
"3203","55093","Pierce County","Wisconsin"
"3204","55095","Polk County","Wisconsin"
"3205","55097","Portage County","Wisconsin"
"3206","55099","Price County","Wisconsin"
"3207","55101","Racine County","Wisconsin"
"3208","55103","Richland County","Wisconsin"
"3209","55105","Rock County","Wisconsin"
"3210","55107","Rusk County","Wisconsin"
"3211","55109","St. Croix County","Wisconsin"
"3212","55111","Sauk County","Wisconsin"
"3213","55113","Sawyer County","Wisconsin"
"3214","55115","Shawano County","Wisconsin"
"3215","55117","Sheboygan County","Wisconsin"
"3216","55119","Taylor County","Wisconsin"
"3217","55121","Trempealeau County","Wisconsin"
"3218","55123","Vernon County","Wisconsin"
"3219","55125","Vilas County","Wisconsin"
"3220","55127","Walworth County","Wisconsin"
"3221","55129","Washburn County","Wisconsin"
"3222","55131","Washington County","Wisconsin"
"3223","55133","Waukesha County","Wisconsin"
"3224","55135","Waupaca County","Wisconsin"
"3225","55137","Waushara County","Wisconsin"
"3226","55139","Winnebago County","Wisconsin"
"3227","55141","Wood County","Wisconsin"
"3228","56001","Albany County","Wyoming"
"3229","56003","Big Horn County","Wyoming"
"3230","56005","Campbell County","Wyoming"
"3231","56007","Carbon County","Wyoming"
"3232","56009","Converse County","Wyoming"
"3233","56011","Crook County","Wyoming"
"3234","56013","Fremont County","Wyoming"
"3235","56015","Goshen County","Wyoming"
"3236","56017","Hot Springs County","Wyoming"
"3237","56019","Johnson County","Wyoming"
"3238","56021","Laramie County","Wyoming"
"3239","56023","Lincoln County","Wyoming"
"3240","56025","Natrona County","Wyoming"
"3241","56027","Niobrara County","Wyoming"
"3242","56029","Park County","Wyoming"
"3243","56031","Platte County","Wyoming"
"3244","56033","Sheridan County","Wyoming"
"3245","56035","Sublette County","Wyoming"
"3246","56037","Sweetwater County","Wyoming"
"3247","56039","Teton County","Wyoming"
"3248","56041","Uinta County","Wyoming"
"3249","56043","Washakie County","Wyoming"
"3250","56045","Weston County","Wyoming"
"3251","vteUnited States county-related lists","vteUnited States county-related lists","vteUnited States county-related lists"
"3252","General","Index
By state or territory
FIPS codes
Former counties
Secession proposals",""
"3253","Demographics","Population
African-American majority
Hispanic/Latino majority
Native American majority
Non-English speaking counties
Most populous counties
by state or territory
Most densely populated county
least
Life expectancy
shortest
longest",""
"3254","Economy","Highest-income
Lowest-income
Per capita income",""
"3255","Geography","Largest area
Smallest area
Highest mean elevation",""
"3256","Name origins","Etymologies
A–D
E–I
J–M
N–R
S–Z
Former
Most common names
Named after Confederate historical figures
Named after rivers
Named after U.S. Presidents
Named after women",""
"3257","See also","County statistics of the United States
Smithsonian trinomial",""
